
Rate modification view 1:

			Reaction			 Modification Factor 
c17 -> n + n16 + electron + anti-neutrino_e              1.0000e+00
c18 -> n + n17 + electron + anti-neutrino_e              1.0000e+00
c19 -> n + n18 + electron + anti-neutrino_e              1.0000e+00
c20 -> n + n19 + electron + anti-neutrino_e              1.0000e+00
c22 -> n + n + n20 + electron + anti-neutrino_e          1.0000e+00
c22 -> n + n21 + electron + anti-neutrino_e              1.0000e+00
ca51 -> n + sc50 + electron + anti-neutrino_e            1.0000e+00
ca52 -> n + sc51 + electron + anti-neutrino_e            1.0000e+00
ca53 -> n + sc52 + electron + anti-neutrino_e            1.0000e+00
ca54 -> n + sc53 + electron + anti-neutrino_e            1.0000e+00
ca55 -> n + n + sc53 + electron + anti-neutrino_e        1.0000e+00
ca55 -> n + sc54 + electron + anti-neutrino_e            1.0000e+00
ca56 -> n + n + n + sc53 + electron + anti-neutrino_e    1.0000e+00
ca56 -> n + n + sc54 + electron + anti-neutrino_e        1.0000e+00
ca56 -> n + sc55 + electron + anti-neutrino_e            1.0000e+00
ca57 -> n + n + n + sc54 + electron + anti-neutrino_e    1.0000e+00
ca57 -> n + n + sc55 + electron + anti-neutrino_e        1.0000e+00
ca57 -> n + sc56 + electron + anti-neutrino_e            1.0000e+00
ca58 -> n + n + n + sc55 + electron + anti-neutrino_e    1.0000e+00
ca58 -> n + n + sc56 + electron + anti-neutrino_e        1.0000e+00
ca58 -> n + sc57 + electron + anti-neutrino_e            1.0000e+00
ca59 -> n + n + n + sc56 + electron + anti-neutrino_e    1.0000e+00
ca59 -> n + n + sc57 + electron + anti-neutrino_e        1.0000e+00
ca59 -> n + sc58 + electron + anti-neutrino_e            1.0000e+00
ca60 -> n + n + n + sc57 + electron + anti-neutrino_e    1.0000e+00
ca60 -> n + n + sc58 + electron + anti-neutrino_e        1.0000e+00
ca60 -> n + sc59 + electron + anti-neutrino_e            1.0000e+00
ca61 -> n + n + n + sc58 + electron + anti-neutrino_e    1.0000e+00
ca61 -> n + n + sc59 + electron + anti-neutrino_e        1.0000e+00
ca61 -> n + sc60 + electron + anti-neutrino_e            1.0000e+00
ca62 -> n + n + n + sc59 + electron + anti-neutrino_e    1.0000e+00
ca62 -> n + n + sc60 + electron + anti-neutrino_e        1.0000e+00
ca62 -> n + sc61 + electron + anti-neutrino_e            1.0000e+00
ca63 -> n + n + n + sc60 + electron + anti-neutrino_e    1.0000e+00
ca63 -> n + n + sc61 + electron + anti-neutrino_e        1.0000e+00
ca63 -> n + sc62 + electron + anti-neutrino_e            1.0000e+00
ca64 -> n + n + n + sc61 + electron + anti-neutrino_e    1.0000e+00
ca64 -> n + n + sc62 + electron + anti-neutrino_e        1.0000e+00
ca64 -> n + sc63 + electron + anti-neutrino_e            1.0000e+00
ca65 -> n + n + n + sc62 + electron + anti-neutrino_e    1.0000e+00
ca65 -> n + n + sc63 + electron + anti-neutrino_e        1.0000e+00
ca65 -> n + sc64 + electron + anti-neutrino_e            1.0000e+00
ca66 -> n + n + n + sc63 + electron + anti-neutrino_e    1.0000e+00
ca66 -> n + n + sc64 + electron + anti-neutrino_e        1.0000e+00
ca66 -> n + sc65 + electron + anti-neutrino_e            1.0000e+00
ca67 -> n + n + n + sc64 + electron + anti-neutrino_e    1.0000e+00
ca67 -> n + n + sc65 + electron + anti-neutrino_e        1.0000e+00
ca67 -> n + sc66 + electron + anti-neutrino_e            1.0000e+00
ca68 -> n + n + n + sc65 + electron + anti-neutrino_e    1.0000e+00
ca68 -> n + n + sc66 + electron + anti-neutrino_e        1.0000e+00
ca68 -> n + sc67 + electron + anti-neutrino_e            1.0000e+00
ca69 -> n + sc68 + electron + anti-neutrino_e            1.0000e+00
ca70 -> n + n + sc68 + electron + anti-neutrino_e        1.0000e+00
ca70 -> n + sc69 + electron + anti-neutrino_e            1.0000e+00
ca71 -> n + sc70 + electron + anti-neutrino_e            1.0000e+00
ca72 -> n + n + sc70 + electron + anti-neutrino_e        1.0000e+00
ca73 -> n + sc72 + electron + anti-neutrino_e            1.0000e+00
cl43 -> n + ar42 + electron + anti-neutrino_e            1.0000e+00
cl44 -> n + ar43 + electron + anti-neutrino_e            1.0000e+00
cl45 -> n + ar44 + electron + anti-neutrino_e            1.0000e+00
cl46 -> n + ar45 + electron + anti-neutrino_e            1.0000e+00
cl46 -> n + n + ar44 + electron + anti-neutrino_e        1.0000e+00
cl47 -> n + ar46 + electron + anti-neutrino_e            1.0000e+00
cl47 -> n + n + ar45 + electron + anti-neutrino_e        1.0000e+00
cl48 -> n + ar47 + electron + anti-neutrino_e            1.0000e+00
cl48 -> n + n + ar46 + electron + anti-neutrino_e        1.0000e+00
cl49 -> n + ar48 + electron + anti-neutrino_e            1.0000e+00
cl49 -> n + n + ar47 + electron + anti-neutrino_e        1.0000e+00
cl49 -> n + n + n + ar46 + electron + anti-neutrino_e    1.0000e+00
cl50 -> n + ar49 + electron + anti-neutrino_e            1.0000e+00
cl50 -> n + n + ar48 + electron + anti-neutrino_e        1.0000e+00
cl50 -> n + n + n + ar47 + electron + anti-neutrino_e    1.0000e+00
cl51 -> n + ar50 + electron + anti-neutrino_e            1.0000e+00
cl51 -> n + n + ar49 + electron + anti-neutrino_e        1.0000e+00
cl51 -> n + n + n + ar48 + electron + anti-neutrino_e    1.0000e+00
cl52 -> n + ar51 + electron + anti-neutrino_e            1.0000e+00
cl52 -> n + n + ar50 + electron + anti-neutrino_e        1.0000e+00
cl52 -> n + n + n + ar49 + electron + anti-neutrino_e    1.0000e+00
cl53 -> n + ar52 + electron + anti-neutrino_e            1.0000e+00
cl53 -> n + n + ar51 + electron + anti-neutrino_e        1.0000e+00
cl53 -> n + n + n + ar50 + electron + anti-neutrino_e    1.0000e+00
cl54 -> n + n + ar52 + electron + anti-neutrino_e        1.0000e+00
cl54 -> n + n + n + ar51 + electron + anti-neutrino_e    1.0000e+00
cl55 -> n + ar54 + electron + anti-neutrino_e            1.0000e+00
cl55 -> n + n + ar53 + electron + anti-neutrino_e        1.0000e+00
cl55 -> n + n + n + ar52 + electron + anti-neutrino_e    1.0000e+00
cl56 -> n + ar55 + electron + anti-neutrino_e            1.0000e+00
cl56 -> n + n + ar54 + electron + anti-neutrino_e        1.0000e+00
cl56 -> n + n + n + ar53 + electron + anti-neutrino_e    1.0000e+00
cl57 -> n + ar56 + electron + anti-neutrino_e            1.0000e+00
cl57 -> n + n + ar55 + electron + anti-neutrino_e        1.0000e+00
cl57 -> n + n + n + ar54 + electron + anti-neutrino_e    1.0000e+00
cl58 -> n + ar57 + electron + anti-neutrino_e            1.0000e+00
cl59 -> n + ar58 + electron + anti-neutrino_e            1.0000e+00
cl59 -> n + n + ar57 + electron + anti-neutrino_e        1.0000e+00
cl60 -> n + ar59 + electron + anti-neutrino_e            1.0000e+00
cl61 -> n + ar60 + electron + anti-neutrino_e            1.0000e+00
cl61 -> n + n + ar59 + electron + anti-neutrino_e        1.0000e+00
cl62 -> n + ar61 + electron + anti-neutrino_e            1.0000e+00
cl63 -> n + n + ar61 + electron + anti-neutrino_e        1.0000e+00
co67 -> n + ni66 + electron + anti-neutrino_e            1.0000e+00
co68 -> n + ni67 + electron + anti-neutrino_e            1.0000e+00
co69 -> n + ni68 + electron + anti-neutrino_e            1.0000e+00
co70 -> n + ni69 + electron + anti-neutrino_e            1.0000e+00
co71 -> n + ni70 + electron + anti-neutrino_e            1.0000e+00
co72 -> n + n + ni70 + electron + anti-neutrino_e        1.0000e+00
co72 -> n + ni71 + electron + anti-neutrino_e            1.0000e+00
co73 -> n + n + ni71 + electron + anti-neutrino_e        1.0000e+00
co73 -> n + ni72 + electron + anti-neutrino_e            1.0000e+00
co74 -> n + n + ni72 + electron + anti-neutrino_e        1.0000e+00
co74 -> n + ni73 + electron + anti-neutrino_e            1.0000e+00
co75 -> n + n + ni73 + electron + anti-neutrino_e        1.0000e+00
co75 -> n + ni74 + electron + anti-neutrino_e            1.0000e+00
co76 -> n + n + ni74 + electron + anti-neutrino_e        1.0000e+00
co76 -> n + ni75 + electron + anti-neutrino_e            1.0000e+00
co77 -> n + n + n + ni74 + electron + anti-neutrino_e    1.0000e+00
co77 -> n + n + ni75 + electron + anti-neutrino_e        1.0000e+00
co77 -> n + ni76 + electron + anti-neutrino_e            1.0000e+00
co78 -> n + n + n + ni75 + electron + anti-neutrino_e    1.0000e+00
co78 -> n + n + ni76 + electron + anti-neutrino_e        1.0000e+00
co78 -> n + ni77 + electron + anti-neutrino_e            1.0000e+00
co79 -> n + n + n + ni76 + electron + anti-neutrino_e    1.0000e+00
co79 -> n + n + ni77 + electron + anti-neutrino_e        1.0000e+00
co79 -> n + ni78 + electron + anti-neutrino_e            1.0000e+00
co80 -> n + n + n + ni77 + electron + anti-neutrino_e    1.0000e+00
co80 -> n + n + ni78 + electron + anti-neutrino_e        1.0000e+00
co80 -> n + ni79 + electron + anti-neutrino_e            1.0000e+00
co81 -> n + n + n + ni78 + electron + anti-neutrino_e    1.0000e+00
co81 -> n + n + ni79 + electron + anti-neutrino_e        1.0000e+00
co81 -> n + ni80 + electron + anti-neutrino_e            1.0000e+00
co82 -> n + n + n + ni79 + electron + anti-neutrino_e    1.0000e+00
co82 -> n + n + ni80 + electron + anti-neutrino_e        1.0000e+00
co82 -> n + ni81 + electron + anti-neutrino_e            1.0000e+00
co83 -> n + n + n + ni80 + electron + anti-neutrino_e    1.0000e+00
co83 -> n + n + ni81 + electron + anti-neutrino_e        1.0000e+00
co83 -> n + ni82 + electron + anti-neutrino_e            1.0000e+00
co84 -> n + ni83 + electron + anti-neutrino_e            1.0000e+00
co85 -> n + n + ni83 + electron + anti-neutrino_e        1.0000e+00
co85 -> n + ni84 + electron + anti-neutrino_e            1.0000e+00
co86 -> n + ni85 + electron + anti-neutrino_e            1.0000e+00
co87 -> n + n + ni85 + electron + anti-neutrino_e        1.0000e+00
co87 -> n + ni86 + electron + anti-neutrino_e            1.0000e+00
co88 -> n + ni87 + electron + anti-neutrino_e            1.0000e+00
co89 -> n + n + ni87 + electron + anti-neutrino_e        1.0000e+00
co89 -> n + ni88 + electron + anti-neutrino_e            1.0000e+00
co90 -> n + ni89 + electron + anti-neutrino_e            1.0000e+00
co91 -> n + n + ni89 + electron + anti-neutrino_e        1.0000e+00
co91 -> n + ni90 + electron + anti-neutrino_e            1.0000e+00
co92 -> n + ni91 + electron + anti-neutrino_e            1.0000e+00
co93 -> n + n + ni91 + electron + anti-neutrino_e        1.0000e+00
co94 -> n + ni93 + electron + anti-neutrino_e            1.0000e+00
co95 -> n + n + ni93 + electron + anti-neutrino_e        1.0000e+00
co96 -> n + ni95 + electron + anti-neutrino_e            1.0000e+00
cr61 -> n + mn60 + electron + anti-neutrino_e            1.0000e+00
cr62 -> n + mn61 + electron + anti-neutrino_e            1.0000e+00
cr63 -> n + mn62 + electron + anti-neutrino_e            1.0000e+00
cr64 -> n + mn63 + electron + anti-neutrino_e            1.0000e+00
cr65 -> n + mn64 + electron + anti-neutrino_e            1.0000e+00
cr65 -> n + n + mn63 + electron + anti-neutrino_e        1.0000e+00
cr66 -> n + mn65 + electron + anti-neutrino_e            1.0000e+00
cr66 -> n + n + mn64 + electron + anti-neutrino_e        1.0000e+00
cr67 -> n + mn66 + electron + anti-neutrino_e            1.0000e+00
cr67 -> n + n + mn65 + electron + anti-neutrino_e        1.0000e+00
cr68 -> n + mn67 + electron + anti-neutrino_e            1.0000e+00
cr68 -> n + n + mn66 + electron + anti-neutrino_e        1.0000e+00
cr69 -> n + mn68 + electron + anti-neutrino_e            1.0000e+00
cr69 -> n + n + mn67 + electron + anti-neutrino_e        1.0000e+00
cr70 -> n + mn69 + electron + anti-neutrino_e            1.0000e+00
cr70 -> n + n + mn68 + electron + anti-neutrino_e        1.0000e+00
cr70 -> n + n + n + mn67 + electron + anti-neutrino_e    1.0000e+00
cr71 -> n + mn70 + electron + anti-neutrino_e            1.0000e+00
cr71 -> n + n + mn69 + electron + anti-neutrino_e        1.0000e+00
cr71 -> n + n + n + mn68 + electron + anti-neutrino_e    1.0000e+00
cr72 -> n + mn71 + electron + anti-neutrino_e            1.0000e+00
cr72 -> n + n + mn70 + electron + anti-neutrino_e        1.0000e+00
cr72 -> n + n + n + mn69 + electron + anti-neutrino_e    1.0000e+00
cr73 -> n + mn72 + electron + anti-neutrino_e            1.0000e+00
cr73 -> n + n + mn71 + electron + anti-neutrino_e        1.0000e+00
cr73 -> n + n + n + mn70 + electron + anti-neutrino_e    1.0000e+00
cr74 -> n + mn73 + electron + anti-neutrino_e            1.0000e+00
cr74 -> n + n + mn72 + electron + anti-neutrino_e        1.0000e+00
cr74 -> n + n + n + mn71 + electron + anti-neutrino_e    1.0000e+00
cr75 -> n + mn74 + electron + anti-neutrino_e            1.0000e+00
cr75 -> n + n + mn73 + electron + anti-neutrino_e        1.0000e+00
cr75 -> n + n + n + mn72 + electron + anti-neutrino_e    1.0000e+00
cr76 -> n + mn75 + electron + anti-neutrino_e            1.0000e+00
cr76 -> n + n + mn74 + electron + anti-neutrino_e        1.0000e+00
cr76 -> n + n + n + mn73 + electron + anti-neutrino_e    1.0000e+00
cr77 -> n + mn76 + electron + anti-neutrino_e            1.0000e+00
cr77 -> n + n + mn75 + electron + anti-neutrino_e        1.0000e+00
cr77 -> n + n + n + mn74 + electron + anti-neutrino_e    1.0000e+00
cr78 -> n + mn77 + electron + anti-neutrino_e            1.0000e+00
cr78 -> n + n + mn76 + electron + anti-neutrino_e        1.0000e+00
cr78 -> n + n + n + mn75 + electron + anti-neutrino_e    1.0000e+00
cr79 -> n + mn78 + electron + anti-neutrino_e            1.0000e+00
cr80 -> n + mn79 + electron + anti-neutrino_e            1.0000e+00
cr80 -> n + n + mn78 + electron + anti-neutrino_e        1.0000e+00
cr81 -> n + mn80 + electron + anti-neutrino_e            1.0000e+00
cr82 -> n + n + mn80 + electron + anti-neutrino_e        1.0000e+00
cr83 -> n + mn82 + electron + anti-neutrino_e            1.0000e+00
cr84 -> n + n + mn82 + electron + anti-neutrino_e        1.0000e+00
cr85 -> n + mn84 + electron + anti-neutrino_e            1.0000e+00
cr86 -> n + n + mn84 + electron + anti-neutrino_e        1.0000e+00
cu100 -> n + zn99 + electron + anti-neutrino_e           1.0000e+00
cu101 -> n + n + zn99 + electron + anti-neutrino_e       1.0000e+00
cu102 -> n + zn101 + electron + anti-neutrino_e          1.0000e+00
cu73 -> n + zn72 + electron + anti-neutrino_e            1.0000e+00
cu74 -> n + zn73 + electron + anti-neutrino_e            1.0000e+00
cu75 -> n + zn74 + electron + anti-neutrino_e            1.0000e+00
cu76 -> n + zn75 + electron + anti-neutrino_e            1.0000e+00
cu77 -> n + zn76 + electron + anti-neutrino_e            1.0000e+00
cu78 -> n + n + zn76 + electron + anti-neutrino_e        1.0000e+00
cu78 -> n + zn77 + electron + anti-neutrino_e            1.0000e+00
cu79 -> n + zn78 + electron + anti-neutrino_e            1.0000e+00
cu80 -> n + n + zn78 + electron + anti-neutrino_e        1.0000e+00
cu80 -> n + zn79 + electron + anti-neutrino_e            1.0000e+00
cu81 -> n + n + n + zn78 + electron + anti-neutrino_e    1.0000e+00
cu81 -> n + n + zn79 + electron + anti-neutrino_e        1.0000e+00
cu81 -> n + zn80 + electron + anti-neutrino_e            1.0000e+00
cu82 -> n + n + n + zn79 + electron + anti-neutrino_e    1.0000e+00
cu82 -> n + n + zn80 + electron + anti-neutrino_e        1.0000e+00
cu82 -> n + zn81 + electron + anti-neutrino_e            1.0000e+00
cu83 -> n + n + n + zn80 + electron + anti-neutrino_e    1.0000e+00
cu83 -> n + n + zn81 + electron + anti-neutrino_e        1.0000e+00
cu83 -> n + zn82 + electron + anti-neutrino_e            1.0000e+00
cu84 -> n + n + n + zn81 + electron + anti-neutrino_e    1.0000e+00
cu84 -> n + n + zn82 + electron + anti-neutrino_e        1.0000e+00
cu84 -> n + zn83 + electron + anti-neutrino_e            1.0000e+00
cu85 -> n + n + n + zn82 + electron + anti-neutrino_e    1.0000e+00
cu85 -> n + n + zn83 + electron + anti-neutrino_e        1.0000e+00
cu85 -> n + zn84 + electron + anti-neutrino_e            1.0000e+00
cu86 -> n + n + n + zn83 + electron + anti-neutrino_e    1.0000e+00
cu86 -> n + n + zn84 + electron + anti-neutrino_e        1.0000e+00
cu86 -> n + zn85 + electron + anti-neutrino_e            1.0000e+00
cu87 -> n + n + n + zn84 + electron + anti-neutrino_e    1.0000e+00
cu87 -> n + n + zn85 + electron + anti-neutrino_e        1.0000e+00
cu87 -> n + zn86 + electron + anti-neutrino_e            1.0000e+00
cu88 -> n + n + n + zn85 + electron + anti-neutrino_e    1.0000e+00
cu88 -> n + n + zn86 + electron + anti-neutrino_e        1.0000e+00
cu88 -> n + zn87 + electron + anti-neutrino_e            1.0000e+00
cu89 -> n + n + n + zn86 + electron + anti-neutrino_e    1.0000e+00
cu89 -> n + n + zn87 + electron + anti-neutrino_e        1.0000e+00
cu89 -> n + zn88 + electron + anti-neutrino_e            1.0000e+00
cu90 -> n + n + n + zn87 + electron + anti-neutrino_e    1.0000e+00
cu90 -> n + n + zn88 + electron + anti-neutrino_e        1.0000e+00
cu90 -> n + zn89 + electron + anti-neutrino_e            1.0000e+00
cu91 -> n + n + n + zn88 + electron + anti-neutrino_e    1.0000e+00
cu91 -> n + n + zn89 + electron + anti-neutrino_e        1.0000e+00
cu91 -> n + zn90 + electron + anti-neutrino_e            1.0000e+00
cu92 -> n + n + n + zn89 + electron + anti-neutrino_e    1.0000e+00
cu92 -> n + n + zn90 + electron + anti-neutrino_e        1.0000e+00
cu93 -> n + n + n + zn90 + electron + anti-neutrino_e    1.0000e+00
cu93 -> n + zn92 + electron + anti-neutrino_e            1.0000e+00
cu94 -> n + n + n + zn91 + electron + anti-neutrino_e    1.0000e+00
cu94 -> n + n + zn92 + electron + anti-neutrino_e        1.0000e+00
cu94 -> n + zn93 + electron + anti-neutrino_e            1.0000e+00
cu95 -> n + n + n + zn92 + electron + anti-neutrino_e    1.0000e+00
cu95 -> n + n + zn93 + electron + anti-neutrino_e        1.0000e+00
